order_id,timestamp,hour_of_day,day_of_week,month,is_weekend,weather,weather_mult,tod_mult,ch_distance_km,segment_count,turn_count,road_highway_frac,road_primary_frac,road_secondary_frac,road_residential_frac,cpm_slack_min,batch_size,estimated_prep_variance,stage_delay_placed,stage_delay_prep,stage_delay_pickup,stage_delay_transit,stage_delay_delivered,route_time_min,cpm_eta_min,weather_delay_min,ground_truth_eta,is_late
4359,2024-05-01 00:39:31.442314,0,2,5,0,clear,1.0,1.0,3.751,48,6,0.0,0.0208,0.625,0.3542,0.0,4.0,15.8919,2.21,5.67,0.63,11.89,0.57,15.004,20.97,0.0,35.458,1
814,2024-05-01 01:57:12.222314,1,2,5,0,clear,1.0,1.0,11.999,252,20,0.0635,0.004,0.3651,0.5675,0.0,5.0,16.1684,1.65,2.5,2.07,16.47,0.21,48.995,22.9,0.0,72.666,1
3249,2024-05-01 02:11:07.297855,2,2,5,0,cloudy,1.05,1.0,20.643,214,16,0.0981,0.0467,0.7944,0.0607,0.0,2.0,14.5727,0.31,12.34,1.92,14.24,0.35,76.257,29.16,3.813,109.037,1
4518,2024-05-01 02:28:52.991675,2,2,5,0,cloudy,1.05,1.0,10.138,143,16,0.1748,0.014,0.5734,0.2378,0.0,2.0,16.118,1.82,2.85,0.96,9.0,0.57,37.703,15.2,1.885,53.375,1
2894,2024-05-01 04:43:39.917175,4,2,5,0,rainy,1.25,1.0,27.866,377,15,0.0,0.2149,0.4881,0.2971,0.0,4.0,15.6229,1.04,12.01,4.34,11.05,0.65,131.086,29.09,32.772,193.631,1
3930,2024-05-01 08:08:05.135528,8,2,5,0,clear,1.0,1.35,30.984,359,18,0.0975,0.2145,0.5599,0.1281,0.0,2.0,15.3799,2.32,2.98,1.2,14.54,1.1,144.011,22.14,0.0,164.242,1
2027,2024-05-01 10:03:19.783067,10,2,5,0,heavy_rain,1.55,1.35,23.079,309,15,0.0129,0.3851,0.3592,0.2427,0.0,5.0,15.3433,1.66,6.99,2.9,4.7,0.04,171.502,16.29,94.326,281.891,1
4010,2024-05-01 10:08:43.052820,10,2,5,0,clear,1.0,1.35,21.131,350,27,0.0,0.1143,0.5514,0.3343,0.0,4.0,17.9321,0.73,5.26,2.9,10.47,0.99,110.963,20.35,0.0,131.068,1
4687,2024-05-01 12:22:09.299064,12,2,5,0,clear,1.0,1.1,21.462,383,18,0.0,0.0809,0.7311,0.188,0.0,3.0,17.5618,2.01,5.13,3.88,20.85,0.4,89.378,32.27,0.0,121.639,1
1897,2024-05-01 15:37:05.663187,15,2,5,0,rainy,1.25,1.0,30.259,242,20,0.1322,0.2562,0.5083,0.1033,0.0,2.0,17.5304,1.14,9.52,4.52,2.63,1.49,126.219,19.3,31.555,176.527,1
2043,2024-05-01 16:55:54.784000,16,2,5,0,cloudy,1.05,1.0,34.46,336,22,0.0446,0.3095,0.5089,0.1369,0.0,2.0,15.6243,1.33,4.18,5.58,14.71,0.31,125.593,26.11,6.28,157.301,1
1769,2024-05-01 18:04:11.997716,18,2,5,0,cloudy,1.05,1.35,4.832,76,4,0.0,0.5132,0.3684,0.1184,0.0,4.0,15.7042,1.84,3.82,4.93,4.41,0.37,23.178,15.37,1.159,41.579,1
3560,2024-05-01 22:18:51.669432,22,2,5,0,cloudy,1.05,1.0,5.861,92,7,0.0,0.5652,0.0978,0.337,0.0,3.0,15.1592,2.48,8.52,3.83,14.5,0.36,21.586,29.69,1.079,52.709,1
3185,2024-05-02 00:18:41.793209,0,3,5,0,cloudy,1.05,1.0,11.35,199,12,0.0,0.0,0.5528,0.4472,0.0,5.0,16.6755,1.68,7.56,1.5,17.73,0.65,49.067,29.12,2.453,81.741,1
4824,2024-05-02 02:05:42.325910,2,3,5,0,clear,1.0,1.0,17.886,329,16,0.0426,0.155,0.6018,0.2006,0.0,2.0,15.1497,1.71,3.96,2.27,13.62,0.27,65.231,21.83,0.0,85.561,1
845,2024-05-02 04:17:21.552084,4,3,5,0,clear,1.0,1.0,34.391,385,29,0.1455,0.3247,0.4052,0.1247,0.0,3.0,15.1367,1.24,5.45,3.3,14.01,0.9,112.913,24.9,0.0,137.486,1
2007,2024-05-02 06:18:52.135107,6,3,5,0,clear,1.0,1.0,14.168,207,13,0.0,0.0097,0.5121,0.4783,0.0,3.0,17.4647,1.57,7.75,1.04,14.89,1.15,58.649,26.4,0.0,84.106,1
3420,2024-05-02 07:23:16.288619,7,3,5,0,clear,1.0,1.0,21.922,234,19,0.0385,0.2778,0.5342,0.1496,0.0,3.0,16.9723,1.64,5.0,1.36,12.95,0.88,77.058,21.83,0.0,100.874,1
4692,2024-05-02 12:09:42.594389,12,3,5,0,rainy,1.25,1.1,8.101,120,10,0.025,0.0083,0.4583,0.5083,0.0,4.0,14.2595,0.92,6.46,1.59,12.62,0.33,45.801,21.92,11.45,78.252,1
1734,2024-05-02 16:49:59.662697,16,3,5,0,cloudy,1.05,1.0,20.923,221,17,0.3439,0.0136,0.3575,0.2851,0.0,2.0,15.3927,3.14,10.21,3.56,12.21,0.17,72.257,29.29,3.613,103.248,1
3176,2024-05-02 16:55:04.723453,16,3,5,0,cloudy,1.05,1.0,24.189,287,24,0.0314,0.1672,0.5923,0.2091,0.0,3.0,15.961,0.78,13.81,2.76,5.58,0.36,93.105,23.29,4.655,121.855,1
1200,2024-05-02 17:50:41.309006,17,3,5,0,clear,1.0,1.35,15.771,204,17,0.049,0.2059,0.5245,0.2206,0.0,5.0,14.7454,1.6,7.64,1.66,5.85,0.89,76.846,17.64,0.0,94.519,1
2975,2024-05-02 20:10:47.146871,20,3,5,0,clear,1.0,1.35,8.3,157,10,0.0,0.0,0.6561,0.3439,0.0,2.0,15.0128,0.71,3.02,2.84,6.43,0.21,44.939,13.21,0.0,61.349,1
4050,2024-05-02 21:14:43.193585,21,3,5,0,cloudy,1.05,1.0,18.606,207,17,0.0386,0.3478,0.4638,0.1498,0.0,2.0,16.149,1.02,5.78,2.6,14.84,0.14,67.638,24.38,3.382,96.289,1
4471,2024-05-03 00:07:51.348980,0,4,5,0,clear,1.0,1.0,11.266,230,14,0.0217,0.0,0.3913,0.587,0.0,5.0,15.2988,0.76,7.14,2.59,8.61,0.64,47.474,19.74,0.0,67.765,1
2878,2024-05-03 01:08:30.436280,1,4,5,0,cloudy,1.05,1.0,2.486,38,5,0.0789,0.0,0.4474,0.4737,0.0,4.0,15.7225,2.9,18.79,4.21,5.42,0.37,10.328,31.69,0.516,43.976,1
3497,2024-05-03 03:32:06.903469,3,4,5,0,clear,1.0,1.0,20.515,214,21,0.0374,0.3084,0.5047,0.1495,0.0,3.0,15.7321,1.31,3.1,1.18,15.79,0.46,71.676,21.84,0.0,93.505,1
191,2024-05-03 04:30:17.284058,4,4,5,0,rainy,1.25,1.0,20.248,477,17,0.0231,0.0545,0.7233,0.1992,0.0,2.0,14.4901,0.39,8.46,4.54,8.89,0.64,95.443,22.92,23.861,143.564,1
3762,2024-05-03 04:47:00.290065,4,4,5,0,rainy,1.25,1.0,13.61,146,15,0.0959,0.3288,0.3973,0.1781,0.0,4.0,14.5694,1.19,6.31,2.69,5.22,1.07,57.814,16.48,14.454,87.537,1
1242,2024-05-03 07:26:09.328493,7,4,5,0,cloudy,1.05,1.0,32.051,249,23,0.1165,0.0964,0.6667,0.1205,0.0,5.0,18.3759,2.13,6.0,3.28,18.96,0.08,117.528,30.45,5.876,155.01,1
58,2024-05-03 09:37:46.287882,9,4,5,0,rainy,1.25,1.35,15.002,181,12,0.0331,0.2541,0.4365,0.2762,0.0,4.0,14.057,0.8,1.87,0.74,14.33,0.27,92.309,18.01,23.077,132.761,1
4659,2024-05-03 14:19:04.673348,14,4,5,0,clear,1.0,1.1,6.946,143,11,0.0,0.021,0.2937,0.6853,0.0,3.0,16.7585,4.0,7.02,2.19,17.33,0.67,33.319,31.21,0.0,63.901,1
403,2024-05-03 17:02:27.531586,17,4,5,0,clear,1.0,1.35,8.728,185,4,0.0108,0.0,0.8,0.1892,0.0,5.0,15.2171,0.58,13.74,2.34,11.28,0.23,45.217,28.17,0.0,72.433,1
548,2024-05-03 17:57:39.113480,17,4,5,0,clear,1.0,1.35,28.293,402,30,0.0075,0.3259,0.2786,0.3881,0.0,3.0,16.2156,1.23,6.02,3.5,13.52,0.52,142.485,24.79,0.0,168.257,1
1879,2024-05-03 18:58:30.652627,18,4,5,0,clear,1.0,1.35,15.914,116,10,0.2586,0.1983,0.3879,0.1552,0.0,5.0,17.5572,1.18,2.64,3.08,18.33,0.57,69.027,25.8,0.0,94.1,1
2727,2024-05-03 23:02:25.152088,23,4,5,0,cloudy,1.05,1.0,7.626,167,11,0.0,0.006,0.503,0.491,0.0,2.0,15.0521,2.09,11.34,2.31,10.5,0.82,33.292,27.06,1.665,63.727,1
298,2024-05-04 01:18:25.666852,1,5,5,1,cloudy,1.05,1.0,18.838,317,15,0.0,0.265,0.4353,0.2997,0.0,5.0,16.9125,0.86,2.54,1.06,24.45,0.11,73.623,29.02,3.681,108.186,1
4930,2024-05-04 03:01:00.467461,3,5,5,1,clear,1.0,1.0,10.809,202,10,0.0,0.0248,0.2525,0.7228,0.0,5.0,15.7618,1.55,7.78,3.45,19.28,0.38,47.567,32.44,0.0,78.414,1
2238,2024-05-04 05:08:33.646759,5,5,5,1,clear,1.0,1.0,25.17,318,11,0.1195,0.2516,0.5535,0.0755,0.0,3.0,16.0181,2.65,8.24,0.86,17.05,0.1,84.098,28.9,0.0,113.315,1
220,2024-05-04 05:22:05.758029,5,5,5,1,clear,1.0,1.0,14.762,228,11,0.0,0.2325,0.5746,0.193,0.0,3.0,14.2664,1.81,7.54,5.31,15.71,0.14,54.008,30.51,0.0,84.041,1
817,2024-05-04 07:35:32.852839,7,5,5,1,clear,1.0,1.0,5.881,103,10,0.0,0.0097,0.6602,0.3301,0.0,4.0,15.0372,1.83,13.37,1.86,10.93,0.22,23.448,28.21,0.0,50.464,1
243,2024-05-04 08:35:02.289221,8,5,5,1,clear,1.0,1.35,12.627,212,13,0.0,0.0613,0.6321,0.3066,0.0,5.0,15.874,0.92,6.26,2.95,25.38,0.21,66.717,35.72,0.0,100.316,1
4757,2024-05-04 12:00:42.594683,12,5,5,1,clear,1.0,1.1,16.499,219,9,0.0868,0.0046,0.6758,0.2329,0.0,4.0,14.5849,1.6,3.94,1.89,5.89,1.36,67.405,14.68,0.0,80.792,1
1314,2024-05-04 14:17:17.965295,14,5,5,1,rainy,1.25,1.1,17.434,84,6,0.2024,0.1667,0.4048,0.2262,0.0,4.0,17.3213,0.87,7.84,0.68,18.31,0.78,80.806,28.48,20.201,129.075,1
4998,2024-05-04 14:39:32.497611,14,5,5,1,clear,1.0,1.1,27.875,199,10,0.1759,0.6533,0.1156,0.0553,0.0,3.0,16.8769,1.83,4.35,4.07,6.8,0.54,91.835,17.59,0.0,110.061,1
4020,2024-05-04 15:07:25.733688,15,5,5,1,clear,1.0,1.0,17.452,167,9,0.4251,0.0,0.2695,0.3054,0.0,3.0,15.9512,1.93,4.17,1.0,6.88,0.23,55.626,14.21,0.0,70.44,1
2743,2024-05-04 15:59:41.464937,15,5,5,1,clear,1.0,1.0,20.391,430,27,0.0047,0.0047,0.6395,0.3512,0.0,3.0,16.345,1.49,11.01,4.31,11.4,0.15,81.6,28.36,0.0,110.371,1
3813,2024-05-04 16:10:08.371495,16,5,5,1,cloudy,1.05,1.0,12.573,247,7,0.0,0.081,0.7571,0.1619,0.0,4.0,15.8107,0.85,9.34,1.62,7.97,0.53,49.672,20.31,2.484,72.184,1
1775,2024-05-04 18:02:48.116228,18,5,5,1,rainy,1.25,1.35,13.344,269,16,0.0,0.026,0.6766,0.2974,0.0,5.0,15.8387,0.82,10.94,1.23,18.4,0.49,88.699,31.88,22.175,144.562,1
3377,2024-05-04 20:05:15.848111,20,5,5,1,rainy,1.25,1.35,25.014,356,13,0.0112,0.2612,0.5112,0.2163,0.0,5.0,16.4283,1.49,4.81,6.38,9.26,0.68,153.358,22.62,38.34,214.192,1
4040,2024-05-04 21:30:25.259139,21,5,5,1,clear,1.0,1.0,24.43,282,27,0.1738,0.1631,0.3865,0.2766,0.0,3.0,14.6686,3.68,13.55,4.06,7.88,0.74,84.508,29.91,0.0,113.839,1
2907,2024-05-05 02:18:03.309516,2,6,5,1,clear,1.0,1.0,24.024,265,12,0.0981,0.0981,0.7472,0.0566,0.0,4.0,16.6926,1.24,5.98,1.71,10.48,0.53,83.494,19.94,0.0,104.529,1
1993,2024-05-05 03:20:54.381085,3,6,5,1,clear,1.0,1.0,21.742,214,4,0.0,0.8224,0.0748,0.1028,0.0,4.0,14.6171,1.09,10.32,3.03,9.49,0.27,68.846,24.2,0.0,93.383,1
4139,2024-05-05 04:14:53.879189,4,6,5,1,cloudy,1.05,1.0,5.627,48,3,0.7708,0.0,0.0625,0.1667,0.0,5.0,16.4572,1.69,2.97,4.74,23.33,0.42,15.848,33.15,0.792,50.496,1
1208,2024-05-05 06:08:36.077307,6,6,5,1,clear,1.0,1.0,10.412,134,8,0.0224,0.1343,0.7388,0.1045,0.0,5.0,14.935,2.59,12.55,4.52,14.35,0.34,37.73,34.35,0.0,71.672,1
4877,2024-05-05 08:39:17.814386,8,6,5,1,clear,1.0,1.35,19.625,359,25,0.0585,0.0557,0.415,0.4708,0.0,4.0,15.6053,1.61,3.12,1.23,19.44,0.74,104.544,26.14,0.0,130.754,1
2858,2024-05-05 10:26:29.707051,10,6,5,1,clear,1.0,1.35,15.251,257,21,0.0,0.249,0.4125,0.3385,0.0,3.0,15.6967,1.43,4.81,4.35,19.38,1.06,77.624,31.03,0.0,107.908,1
4672,2024-05-05 11:56:25.630932,11,6,5,1,clear,1.0,1.1,14.274,182,11,0.0,0.1044,0.6484,0.2473,0.0,5.0,15.3735,1.19,10.14,3.09,11.88,0.28,59.945,26.58,0.0,86.133,1
2526,2024-05-05 12:06:11.284832,12,6,5,1,clear,1.0,1.1,19.425,297,17,0.0673,0.0236,0.6263,0.2828,0.0,5.0,15.9262,1.84,4.85,3.2,15.32,1.62,80.8,26.83,0.0,106.285,1
1579,2024-05-05 14:40:07.758462,14,6,5,1,rainy,1.25,1.1,9.261,123,1,0.0,0.0,0.7724,0.2276,0.0,5.0,15.0781,2.14,6.93,4.45,13.57,1.18,49.624,28.27,12.406,91.306,1
1503,2024-05-05 16:33:40.409720,16,6,5,1,rainy,1.25,1.0,11.029,238,13,0.0,0.0126,0.8025,0.1849,0.0,3.0,17.0259,0.71,9.81,2.91,11.64,0.47,53.011,25.54,13.253,91.7,1
1745,2024-05-05 18:02:17.546317,18,6,5,1,clear,1.0,1.35,16.077,242,17,0.0372,0.0785,0.7934,0.0909,0.0,3.0,17.5078,0.85,14.85,2.17,10.53,0.21,78.785,28.61,0.0,108.093,1
534,2024-05-05 20:28:11.424401,20,6,5,1,rainy,1.25,1.35,11.105,172,17,0.0,0.2035,0.4302,0.3663,0.0,3.0,16.201,2.73,4.86,1.69,23.07,0.46,71.894,32.81,17.974,120.455,1
2200,2024-05-05 21:30:03.842154,21,6,5,1,rainy,1.25,1.0,17.926,262,10,0.0,0.355,0.542,0.1031,0.0,5.0,14.579,3.61,7.88,4.06,13.52,0.76,78.183,29.83,19.546,127.838,1
3964,2024-05-05 21:49:38.010012,21,6,5,1,heavy_rain,1.55,1.0,24.729,294,19,0.0612,0.3027,0.4966,0.1395,0.0,5.0,16.6086,0.73,6.11,2.14,10.19,0.55,132.191,19.72,72.705,224.477,1
432,2024-05-05 23:42:51.170444,23,6,5,1,clear,1.0,1.0,24.879,276,21,0.0109,0.3225,0.4094,0.2572,0.0,3.0,15.6909,0.77,7.17,1.39,12.35,0.38,89.977,22.06,0.0,110.911,1
3103,2024-05-05 23:42:52.198676,23,6,5,1,clear,1.0,1.0,13.764,162,5,0.0494,0.2407,0.5309,0.179,0.0,3.0,16.366,1.26,18.25,2.56,10.1,0.55,48.827,32.72,0.0,80.824,1
1294,2024-05-06 04:45:55.836460,4,0,5,0,rainy,1.25,1.0,9.008,115,7,0.0,0.3826,0.5826,0.0348,0.0,3.0,15.5881,1.02,6.21,2.3,23.77,0.46,38.486,33.76,9.621,81.904,1
2844,2024-05-06 13:48:32.111845,13,0,5,0,cloudy,1.05,1.1,16.261,293,16,0.0034,0.0239,0.6212,0.3515,0.0,2.0,15.9714,1.04,8.71,2.51,9.86,0.02,74.87,22.14,3.744,99.387,1
1104,2024-05-06 14:03:24.092010,14,0,5,0,clear,1.0,1.1,13.403,118,4,0.0,0.5763,0.1356,0.2881,0.0,5.0,15.7443,2.44,5.96,3.18,13.47,0.92,51.042,25.97,0.0,77.378,1
4079,2024-05-06 14:33:23.546126,14,0,5,0,heavy_rain,1.55,1.1,12.824,168,14,0.0179,0.2202,0.5536,0.2083,0.0,3.0,15.9867,1.54,6.63,0.66,9.22,0.22,79.744,18.27,43.859,143.119,1
208,2024-05-06 17:30:17.942767,17,0,5,0,clear,1.0,1.35,3.525,63,8,0.0,0.0159,0.3016,0.6825,0.0,5.0,15.3735,1.42,6.82,2.64,11.65,0.58,20.765,23.11,0.0,44.017,1
1556,2024-05-06 18:15:04.694964,18,0,5,0,cloudy,1.05,1.35,5.427,77,8,0.0,0.2078,0.5584,0.2338,0.0,3.0,16.2298,2.37,4.35,3.09,8.56,0.18,28.576,18.55,1.429,49.091,1
3842,2024-05-06 18:44:51.316691,18,0,5,0,cloudy,1.05,1.35,10.425,139,12,0.0,0.295,0.3022,0.4029,0.0,5.0,15.6892,2.15,6.74,3.33,4.1,0.51,55.95,16.83,2.798,77.053,1
3883,2024-05-06 20:47:17.955061,20,0,5,0,rainy,1.25,1.35,8.268,134,12,0.1269,0.0,0.306,0.5672,0.0,5.0,14.2995,1.82,11.71,5.04,14.86,0.17,54.948,33.6,13.737,102.751,1
2085,2024-05-06 23:11:50.084060,23,0,5,0,clear,1.0,1.0,22.595,393,22,0.0458,0.145,0.5802,0.229,0.0,2.0,15.6918,0.79,11.37,1.89,7.72,0.87,82.99,22.64,0.0,106.757,1
894,2024-05-06 23:49:11.366205,23,0,5,0,rainy,1.25,1.0,4.576,83,7,0.0,0.012,0.5663,0.4217,0.0,4.0,16.1136,3.9,4.92,2.9,16.99,0.58,23.325,29.29,5.831,58.598,1
1724,2024-05-06 23:52:07.006468,23,0,5,0,heavy_rain,1.55,1.0,10.574,223,11,0.0,0.0538,0.7175,0.2287,0.0,5.0,14.1759,0.85,4.62,4.89,16.34,0.44,63.061,27.14,34.684,127.069,1
1524,2024-05-07 01:18:51.748757,1,1,5,0,rainy,1.25,1.0,24.413,262,5,0.1794,0.1412,0.6679,0.0115,0.0,2.0,17.7386,2.6,4.97,4.02,10.48,0.56,100.02,22.63,25.005,147.333,1
2244,2024-05-07 02:19:07.797955,2,1,5,0,rainy,1.25,1.0,13.852,221,16,0.0,0.0905,0.6199,0.2896,0.0,4.0,15.2556,2.28,19.95,0.42,11.38,1.12,67.011,35.15,16.753,118.132,1
3265,2024-05-07 03:51:30.907409,3,1,5,0,cloudy,1.05,1.0,16.33,269,14,0.0149,0.1115,0.5353,0.3383,0.0,5.0,15.8035,3.56,5.57,2.27,10.33,0.4,66.246,22.13,3.312,89.679,1
4363,2024-05-07 06:19:03.792291,6,1,5,0,cloudy,1.05,1.0,18.383,154,8,0.0,0.5974,0.3182,0.0844,0.0,3.0,15.1489,1.02,10.04,1.1,6.57,0.2,63.725,18.93,3.186,86.316,1
3656,2024-05-07 07:47:11.602326,7,1,5,0,clear,1.0,1.0,20.127,339,26,0.059,0.1357,0.5664,0.2389,0.0,2.0,16.5082,0.94,3.65,1.98,6.49,0.4,73.729,13.46,0.0,88.177,1
3138,2024-05-07 15:33:43.503921,15,1,5,0,cloudy,1.05,1.0,12.827,123,7,0.4309,0.0,0.4715,0.0976,0.0,4.0,15.8523,1.53,2.75,0.8,14.75,0.55,41.116,20.38,2.056,62.573,1
4603,2024-05-07 19:01:36.570024,19,1,5,0,rainy,1.25,1.35,6.473,129,8,0.0,0.0,0.2868,0.7132,0.0,4.0,14.4912,1.45,5.53,3.06,24.49,1.53,48.278,36.06,12.069,95.374,1
2590,2024-05-07 20:57:11.890646,20,1,5,0,clear,1.0,1.35,27.635,352,22,0.1733,0.1222,0.6165,0.0881,0.0,2.0,15.4159,0.61,13.11,2.67,8.62,0.58,125.081,25.59,0.0,149.247,1
1488,2024-05-07 22:32:09.775359,22,1,5,0,clear,1.0,1.0,14.748,202,14,0.005,0.5,0.2574,0.2376,0.0,4.0,15.1579,1.96,12.81,2.36,7.76,0.87,51.215,25.76,0.0,75.08,1
421,2024-05-08 02:57:54.596361,2,2,5,0,clear,1.0,1.0,22.87,362,26,0.0,0.3039,0.4392,0.2569,0.0,3.0,16.5509,0.85,3.32,2.77,13.91,0.68,83.537,21.53,0.0,106.455,1
1580,2024-05-08 03:33:09.687274,3,2,5,0,clear,1.0,1.0,21.188,254,28,0.0433,0.2677,0.4488,0.2402,0.0,5.0,15.6462,1.44,6.5,1.78,9.85,0.65,75.979,20.22,0.0,96.607,1
130,2024-05-08 04:02:24.326754,4,2,5,0,clear,1.0,1.0,11.385,181,12,0.0221,0.1602,0.6243,0.1934,0.0,4.0,15.1662,1.01,4.64,4.26,11.28,0.06,41.86,21.25,0.0,64.051,1
962,2024-05-08 04:24:15.900921,4,2,5,0,cloudy,1.05,1.0,14.134,265,19,0.0,0.1396,0.6755,0.1849,0.0,3.0,16.6037,0.51,7.65,5.49,10.85,0.25,55.375,24.75,2.769,83.402,1
4905,2024-05-08 07:06:48.050892,7,2,5,0,rainy,1.25,1.0,22.721,359,20,0.0,0.1365,0.4345,0.429,0.0,4.0,16.4567,0.81,5.74,6.2,12.52,0.09,112.457,25.36,28.114,164.456,1
966,2024-05-08 07:27:07.955122,7,2,5,0,clear,1.0,1.0,8.721,144,12,0.1181,0.1458,0.4306,0.3056,0.0,3.0,16.5395,0.28,8.89,3.98,10.13,0.78,31.36,24.06,0.0,56.693,1
3720,2024-05-08 09:40:20.929894,9,2,5,0,cloudy,1.05,1.35,15.775,156,8,0.0513,0.2628,0.5385,0.1474,0.0,3.0,14.4027,1.25,3.3,0.97,15.87,0.04,78.315,21.43,3.916,101.941,1
4465,2024-05-08 09:48:33.038627,9,2,5,0,clear,1.0,1.35,6.491,96,6,0.0,0.0,0.6979,0.3021,0.0,4.0,16.8079,0.51,10.89,1.51,5.16,0.54,34.78,18.61,0.0,53.853,1
230,2024-05-08 09:51:36.798840,9,2,5,0,clear,1.0,1.35,25.03,442,22,0.0498,0.0,0.6719,0.2783,0.0,2.0,15.8487,1.7,14.09,2.55,8.03,0.11,129.613,26.48,0.0,156.204,1
2392,2024-05-08 10:15:41.745870,10,2,5,0,clear,1.0,1.35,19.416,207,8,0.0,0.0725,0.6232,0.3043,0.0,2.0,15.7227,1.11,12.94,1.23,21.59,0.54,102.251,37.41,0.0,139.83,1
3658,2024-05-08 10:21:17.796059,10,2,5,0,cloudy,1.05,1.35,5.299,115,7,0.0,0.1478,0.6435,0.2087,0.0,3.0,16.4161,2.25,2.84,4.08,10.1,0.03,28.129,19.3,1.406,48.989,1
3597,2024-05-08 13:45:30.099959,13,2,5,0,clear,1.0,1.1,19.07,225,15,0.3378,0.0311,0.2978,0.3333,0.0,3.0,16.7773,0.69,4.77,1.71,11.79,0.75,69.643,19.71,0.0,88.577,1
1980,2024-05-08 19:31:52.985981,19,2,5,0,clear,1.0,1.35,19.272,325,13,0.0338,0.0031,0.6462,0.3169,0.0,5.0,15.7949,0.79,7.83,6.91,13.38,0.89,101.57,29.8,0.0,130.483,1
2681,2024-05-08 20:14:01.879402,20,2,5,0,cloudy,1.05,1.35,6.58,103,14,0.0388,0.0,0.5825,0.3786,0.0,3.0,15.9123,1.56,2.91,1.9,13.57,0.79,36.895,20.73,1.845,59.0,1
3521,2024-05-08 20:21:53.819913,20,2,5,0,heavy_rain,1.55,1.35,20.73,285,18,0.0702,0.0351,0.5298,0.3649,0.0,5.0,19.3578,1.03,5.37,4.74,12.18,0.19,166.543,23.51,91.599,280.78,1
1520,2024-05-08 21:23:53.991611,21,2,5,0,clear,1.0,1.0,22.105,260,22,0.0346,0.3077,0.4846,0.1731,0.0,3.0,16.0154,2.72,9.83,0.86,9.79,0.83,77.755,24.03,0.0,103.396,1
3127,2024-05-08 22:50:01.801508,22,2,5,0,cloudy,1.05,1.0,25.321,370,30,0.1432,0.0432,0.4784,0.3351,0.0,5.0,16.9183,1.91,7.1,3.32,13.68,1.06,97.23,27.07,4.862,128.936,1
3256,2024-05-08 22:59:41.381741,22,2,5,0,clear,1.0,1.0,28.351,323,17,0.192,0.2879,0.4892,0.031,0.0,3.0,15.3338,2.05,7.16,2.46,12.63,0.34,90.027,24.64,0.0,114.215,1
411,2024-05-09 01:31:09.039330,1,3,5,0,clear,1.0,1.0,18.429,195,9,0.0462,0.4154,0.3282,0.2103,0.0,5.0,14.5242,1.4,5.74,1.32,14.93,0.18,63.457,23.57,0.0,88.862,1
4479,2024-05-09 03:17:05.810934,3,3,5,0,rainy,1.25,1.0,10.438,184,11,0.1576,0.1087,0.3533,0.3804,0.0,5.0,14.5451,1.67,13.5,1.37,11.53,0.06,47.131,28.13,11.783,85.354,1
831,2024-05-09 04:17:20.965720,4,3,5,0,rainy,1.25,1.0,15.331,216,14,0.0,0.1389,0.6204,0.2407,0.0,4.0,14.7758,1.01,15.66,0.94,18.29,0.18,72.461,36.08,18.115,127.648,1
1060,2024-05-09 04:32:34.416300,4,3,5,0,cloudy,1.05,1.0,13.533,189,11,0.0159,0.0423,0.7778,0.164,0.0,3.0,14.9714,0.63,4.85,2.49,14.69,0.11,53.511,22.77,2.676,79.157,1
3615,2024-05-09 06:44:17.161753,6,3,5,0,cloudy,1.05,1.0,13.136,271,21,0.0,0.0185,0.428,0.5535,0.0,5.0,15.678,1.81,6.98,1.58,18.95,0.59,58.1,29.91,2.905,89.878,1
655,2024-05-09 07:33:14.473903,7,3,5,0,clear,1.0,1.0,14.836,226,21,0.0,0.1062,0.6062,0.2876,0.0,2.0,14.0869,0.57,5.07,7.67,16.9,0.33,57.172,30.54,0.0,86.912,1
67,2024-05-09 07:38:48.059968,7,3,5,0,cloudy,1.05,1.0,18.826,284,22,0.0317,0.007,0.5352,0.4261,0.0,5.0,15.6445,2.48,7.9,2.42,8.72,0.54,79.303,22.06,3.965,104.722,1
2586,2024-05-09 09:11:11.436433,9,3,5,0,clear,1.0,1.35,18.899,188,9,0.1649,0.2979,0.266,0.2713,0.0,5.0,17.2887,3.41,9.06,1.62,9.83,0.46,86.029,24.38,0.0,109.708,1
3139,2024-05-09 09:42:11.364735,9,3,5,0,clear,1.0,1.35,23.208,219,16,0.1279,0.3653,0.3516,0.1553,0.0,5.0,14.2062,2.32,7.09,1.82,13.44,0.06,103.526,24.73,0.0,128.041,1
3380,2024-05-09 11:06:18.785268,11,3,5,0,rainy,1.25,1.1,7.037,128,7,0.0156,0.0,0.7578,0.2266,0.0,2.0,16.3877,0.81,8.02,3.1,12.49,0.04,37.366,24.46,9.341,70.078,1
2732,2024-05-09 17:13:37.354489,17,3,5,0,cloudy,1.05,1.35,11.677,167,15,0.0,0.3054,0.4371,0.2575,0.0,5.0,14.9925,0.65,16.48,1.42,11.58,0.29,60.447,30.42,3.022,94.372,1
2489,2024-05-09 17:48:31.997310,17,3,5,0,rainy,1.25,1.35,10.577,162,6,0.0,0.1296,0.7469,0.1235,0.0,4.0,16.1473,0.4,5.5,0.53,16.17,0.35,65.81,22.95,16.453,104.249,1
3136,2024-05-09 20:19:04.799091,20,3,5,0,clear,1.0,1.35,17.302,264,22,0.0,0.1136,0.5985,0.2879,0.0,2.0,14.9698,1.65,17.68,3.33,16.96,0.18,89.858,39.8,0.0,129.959,1
